actors,movie_id,movie_title
Stacy Keach,1194173,The Bourne Legacy 
Vivica A. Fox,118688,Batman & Robin 
Michael Gough,118688,Batman & Robin 
John Glover,118688,Batman & Robin 
T.J. Thyne,170016,How the Grinch Stole Christmas 
Clint Howard,170016,How the Grinch Stole Christmas 
Molly Shannon,170016,How the Grinch Stole Christmas 
Dennis Quaid,319262,The Day After Tomorrow 
Jake Gyllenhaal,319262,The Day After Tomorrow 
Sela Ward,319262,The Day After Tomorrow 
Dougray Scott,120755,Mission: Impossible II 
Tom Cruise,120755,Mission: Impossible II 
Richard Roxburgh,120755,Mission: Impossible II 
Mary Elizabeth Mastrantonio,177971,The Perfect Storm 
Karen Allen,177971,The Perfect Storm 
Bob Gunton,177971,The Perfect Storm 
Ioan Gruffudd,486576,Fantastic 4: Rise of the Silver Surfer 
Chris Evans,486576,Fantastic 4: Rise of the Silver Surfer 
Andre Braugher,486576,Fantastic 4: Rise of the Silver Surfer 
Rafe Spall,454876,Life of Pi 
Suraj Sharma,454876,Life of Pi 
Tabu,454876,Life of Pi 
Matt Long,259324,Ghost Rider 
Nicolas Cage,259324,Ghost Rider 
Peter Fonda,259324,Ghost Rider 
Riz Ahmed,4196776,Jason Bourne 
Matt Damon,4196776,Jason Bourne 
Ato Essandoh,4196776,Jason Bourne 
Bernie Mac,305357,Charlie's Angels: Full Throttle 
Demi Moore,305357,Charlie's Angels: Full Throttle 
Justin Theroux,305357,Charlie's Angels: Full Throttle 
Charlize Theron,1446714,Prometheus 
Michael Fassbender,1446714,Prometheus 
Sean Harris,1446714,Prometheus 
Brad Garrett,243585,Stuart Little 2 
Nathan Lane,243585,Stuart Little 2 
Melanie Griffith,243585,Stuart Little 2 
Sharlto Copley,1535108,Elysium 
Matt Damon,1535108,Elysium 
Alice Braga,1535108,Elysium 
Alexa Davalos,296572,The Chronicles of Riddick 
Vin Diesel,296572,The Chronicles of Riddick 
Christina Cox,296572,The Chronicles of Riddick 
Kick Gurry,811080,Speed Racer 
Scott Porter,811080,Speed Racer 
Nicholas Elia,811080,Speed Racer 
Domenick Lombardozzi,1341188,How Do You Know 
Shelley Conn,1341188,How Do You Know 
Teyonah Parris,1341188,How Do You Know 
Marc Blucas,1013743,Knight and Day 
Tom Cruise,1013743,Knight and Day 
Jordi Mollà,1013743,Knight and Day 
Tom Cruise,1483013,Oblivion 
Morgan Freeman,1483013,Oblivion 
Zoë Bell,1483013,Oblivion 
Christopher Lee,121766,Star Wars: Episode III - Revenge of the Sith 
Natalie Portman,121766,Star Wars: Episode III - Revenge of the Sith 
Hayden Christensen,121766,Star Wars: Episode III - Revenge of the Sith 
Christopher Lee,121765,Star Wars: Episode II - Attack of the Clones 
Natalie Portman,121765,Star Wars: Episode II - Attack of the Clones 
Hayden Christensen,121765,Star Wars: Episode II - Attack of the Clones 
John Ratzenberger,198781,"Monsters, Inc. "
Steve Buscemi,198781,"Monsters, Inc. "
James Coburn,198781,"Monsters, Inc. "
Tao Okamoto,1430132,The Wolverine 
Hugh Jackman,1430132,The Wolverine 
Rila Fukushima,1430132,The Wolverine 
Liam Neeson,120915,Star Wars: Episode I - The Phantom Menace 
Natalie Portman,120915,Star Wars: Episode I - The Phantom Menace 
Ian McDiarmid,120915,Star Wars: Episode I - The Phantom Menace 
Emma Stone,481499,The Croods 
Ryan Reynolds,481499,The Croods 
Nicolas Cage,481499,The Croods 
Santiago Segura,463872,Asterix at the Olympic Games 
Alain Delon,463872,Asterix at the Olympic Games 
Vanessa Hessler,463872,Asterix at the Olympic Games 
Roger Willie,245562,Windtalkers 
Nicolas Cage,245562,Windtalkers 
Noah Emmerich,245562,Windtalkers 
Sam Claflin,2381991,The Huntsman: Winter's War 
Chris Hemsworth,2381991,The Huntsman: Winter's War 
Charlize Theron,2381991,The Huntsman: Winter's War 
Basher Savage,1454468,Gravity 
Phaldut Sharma,1454468,Gravity 
Amy Warren,1454468,Gravity 
Grant Heslov,118928,Dante's Peak 
Jamie Renée Smith,118928,Dante's Peak 
Tzi Ma,118928,Dante's Peak 
Noel Fisher,3949660,Teenage Mutant Ninja Turtles: Out of the Shadows 
Stephen Amell,3949660,Teenage Mutant Ninja Turtles: Out of the Shadows 
Brad Garrett,3949660,Teenage Mutant Ninja Turtles: Out of the Shadows 
Rami Malek,477347,Night at the Museum 
Robin Williams,477347,Night at the Museum 
Steve Coogan,477347,Night at the Museum 
Ioan Gruffudd,2126355,San Andreas 
Dwayne Johnson,2126355,San Andreas 
Archie Panjabi,2126355,San Andreas 
Colin Salmon,120347,Tomorrow Never Dies 
Vincent Schiavelli,120347,Tomorrow Never Dies 
Joe Don Baker,120347,Tomorrow Never Dies 
Adam Baldwin,187393,The Patriot 
Heath Ledger,187393,The Patriot 
Tom Wilkinson,187393,The Patriot 
Julia Roberts,349903,Ocean's Twelve 
Brad Pitt,349903,Ocean's Twelve 
Mini Anden,349903,Ocean's Twelve 
Angelina Jolie Pitt,356910,Mr. & Mrs. Smith 
Brad Pitt,356910,Mr. & Mrs. Smith 
Stephanie March,356910,Mr. & Mrs. Smith 
Theo James,2908446,Insurgent 
Kate Winslet,2908446,Insurgent 
Mekhi Phifer,2908446,Insurgent 
Adam Scott,338751,The Aviator 
Leonardo DiCaprio,338751,The Aviator 
Frances Conroy,338751,The Aviator 
Catherine Tate,1320261,Gulliver's Travels 
James Corden,1320261,Gulliver's Travels 
Olly Alexander,1320261,Gulliver's Travels 
Tom Wilkinson,990407,The Green Hornet 
Christoph Waltz,990407,The Green Hornet 
Chad L. Coleman,990407,The Green Hornet 
Dirk Benedict,84967,The A-Team             
George Peppard,84967,The A-Team             
Dwight Schultz,84967,The A-Team             
Sullivan Stapleton,1253863,300: Rise of an Empire 
Eva Green,1253863,300: Rise of an Empire 
Peter Mensah,1253863,300: Rise of an Empire 
Tim Gunn,472181,The Smurfs 
Mahadeo Shivraj,472181,The Smurfs 
Madison McKinley,472181,The Smurfs 
Roseanne Barr,299172,Home on the Range 
Steve Buscemi,299172,Home on the Range 
G.W. Bailey,299172,Home on the Range 
Theo James,3410834,Allegiant 
Naomi Watts,3410834,Allegiant 
Zoë Kravitz,3410834,Allegiant 
Torey Michael Adkins,433035,Real Steel 
Hugh Jackman,433035,Real Steel 
Olga Fonda,433035,Real Steel 
Nancy O'Dell,2017020,The Smurfs 2 
Jacob Tremblay,2017020,The Smurfs 2 
Vanessa Matsui,2017020,The Smurfs 2 
Temuera Morrison,120179,Speed 2: Cruise Control 
Jason Patric,120179,Speed 2: Cruise Control 
Lois Chiles,120179,Speed 2: Cruise Control 
Moises Arias,1731141,Ender's Game 
Harrison Ford,1731141,Ender's Game 
Aramis Knight,1731141,Ender's Game 
Jonathan Sadowski,337978,Live Free or Die Hard 
Bruce Willis,337978,Live Free or Die Hard 
Cyril Raffaelli,337978,Live Free or Die Hard 
Orlando Bloom,120737,The Lord of the Rings: The Fellowship of the Ring 
Christopher Lee,120737,The Lord of the Rings: The Fellowship of the Ring 
Billy Boyd,120737,The Lord of the Rings: The Fellowship of the Ring 
Jada Pinkett Smith,248667,Ali 
Will Smith,248667,Ali 
Joe Morton,248667,Ali 
Kelly Preston,312528,The Cat in the Hat 
Sean Hayes,312528,The Cat in the Hat 
Spencer Breslin,312528,The Cat in the Hat 
Bruce Greenwood,343818,"I, Robot "
Will Smith,343818,"I, Robot "
Chi McBride,343818,"I, Robot "
Orlando Bloom,320661,Kingdom of Heaven 
Liam Neeson,320661,Kingdom of Heaven 
Philip Glenister,320661,Kingdom of Heaven 
Nathan Lane,164912,Stuart Little 
Chazz Palminteri,164912,Stuart Little 
Jeffrey Jones,164912,Stuart Little 
Jenifer Lewis,780521,The Princess and the Frog 
Oprah Winfrey,780521,The Princess and the Frog 
Anika Noni Rose,780521,The Princess and the Frog 
Donald Glover,3659388,The Martian 
Matt Damon,3659388,The Martian 
Benedict Wong,3659388,The Martian 
,1869849,"10,000 B.C.             "
Mathew Buck,1869849,"10,000 B.C.             "
,1869849,"10,000 B.C.             "
Warren Beatty,141907,Town & Country 
Del Zamora,141907,Town & Country 
Garry Shandling,141907,Town & Country 
Angelina Jolie Pitt,187078,Gone in Sixty Seconds 
Nicolas Cage,187078,Gone in Sixty Seconds 
Robert Duvall,187078,Gone in Sixty Seconds 
Connie Nielsen,172495,Gladiator 
Djimon Hounsou,172495,Gladiator 
Oliver Reed,172495,Gladiator 
Frank Grillo,181689,Minority Report 
Tom Cruise,181689,Minority Report 
Jessica Capshaw,181689,Minority Report 
Rupert Grint,295297,Harry Potter and the Chamber of Secrets 
Daniel Radcliffe,295297,Harry Potter and the Chamber of Secrets 
Emma Watson,295297,Harry Potter and the Chamber of Secrets 
Jenette Goldstein,103064,Terminator 2: Judgment Day 
Joe Morton,103064,Terminator 2: Judgment Day 
S. Epatha Merkerson,103064,Terminator 2: Judgment Day 
Christian Bale,1152836,Public Enemies 
Johnny Depp,1152836,Public Enemies 
Stephen Graham,1152836,Public Enemies 
Ruby Dee,765429,American Gangster 
Denzel Washington,765429,American Gangster 
RZA,765429,American Gangster 
Tia Carrere,111503,True Lies 
Jamie Lee Curtis,111503,True Lies 
Tom Arnold,111503,True Lies 
Ramon Rodriguez,1111422,The Taking of Pelham 1 2 3 
Denzel Washington,1111422,The Taking of Pelham 1 2 3 
Michael Rispoli,1111422,The Taking of Pelham 1 2 3 
Blythe Danner,970866,Little Fockers 
Robert De Niro,970866,Little Fockers 
Teri Polo,970866,Little Fockers 
Will Ferrell,1386588,The Other Guys 
Dwayne Johnson,1386588,The Other Guys 
Derek Jeter,1386588,The Other Guys 
James Coburn,116213,Eraser 
Vanessa Williams,116213,Eraser 
Roma Maffia,116213,Eraser 
Christoph Waltz,1853728,Django Unchained 
Leonardo DiCaprio,1853728,Django Unchained 
Ato Essandoh,1853728,Django Unchained 
Jason Alexander,116583,The Hunchback of Notre Dame 
Demi Moore,116583,The Hunchback of Notre Dame 
Bill Fagerbakke,116583,The Hunchback of Notre Dame 
Wendie Malick,120917,The Emperor's New Groove 
Eartha Kitt,120917,The Emperor's New Groove 
John Fiedler,120917,The Emperor's New Groove 
Sylvester Stallone,1764651,The Expendables 2 
Jason Statham,1764651,The Expendables 2 
Bruce Willis,1764651,The Expendables 2 
Armando Riesco,368891,National Treasure 
Nicolas Cage,368891,National Treasure 
Annie Parisse,368891,National Treasure 
Ed Speleers,449010,Eragon 
Djimon Hounsou,449010,Eragon 
Gary Lewis,449010,Eragon 
Ryan Corr,386117,Where the Wild Things Are 
Catherine O'Hara,386117,Where the Wild Things Are 
Max Records,386117,Where the Wild Things Are 
Emma Kenney,848537,Epic 
Josh Hutcherson,848537,Epic 
Troy Evans,848537,Epic 
Mark Margolis,146675,End of Days 
CCH Pounder,146675,End of Days 
Udo Kier,146675,End of Days 
Djimon Hounsou,450259,Blood Diamond 
Leonardo DiCaprio,450259,Blood Diamond 
Stephen Collins,450259,Blood Diamond 
Matthew McConaughey,993846,The Wolf of Wall Street 
Leonardo DiCaprio,993846,The Wolf of Wall Street 
Jon Favreau,993846,The Wolf of Wall Street 
Rene Auberjonois,112462,Batman Forever 
Michael Gough,112462,Batman Forever 
Debi Mazar,112462,Batman Forever 
Patrick Muldoon,120201,Starship Troopers 
Jake Busey,120201,Starship Troopers 
Seth Gilliam,120201,Starship Troopers 
Jim Sturgess,1371111,Cloud Atlas 
Tom Hanks,1371111,Cloud Atlas 
Jim Broadbent,1371111,Cloud Atlas 
Richard Roxburgh,1219342,Legend of the Guardians: The Owls of Ga'Hoole 
Abbie Cornish,1219342,Legend of the Guardians: The Owls of Ga'Hoole 
Anthony LaPaglia,1219342,Legend of the Guardians: The Owls of Ga'Hoole 
Christopher Heyerdahl,327554,Catwoman 
Frances Conroy,327554,Catwoman 
Alex Borstein,327554,Catwoman 
Martin Short,133240,Treasure Planet 
Joseph Gordon-Levitt,133240,Treasure Planet 
Michael Wincott,133240,Treasure Planet 
Anna Friel,457400,Land of the Lost 
Will Ferrell,457400,Land of the Lost 
Bobb'e J. Thompson,457400,Land of the Lost 
Sylvester Stallone,2333784,The Expendables 3 
Jason Statham,2333784,The Expendables 3 
Harrison Ford,2333784,The Expendables 3 
Traylor Howard,362165,Son of the Mask 
Jamie Kennedy,362165,Son of the Mask 
Ben Stein,362165,Son of the Mask 
Benjamin Walker,1390411,In the Heart of the Sea 
Chris Hemsworth,1390411,In the Heart of the Sea 
Frank Dillane,1390411,In the Heart of the Sea 
Randy Quaid,180052,The Adventures of Pluto Nash 
Rosario Dawson,180052,The Adventures of Pluto Nash 
Burt Young,180052,The Adventures of Pluto Nash 
Sean Huze,947810,Green Zone 
Matt Damon,947810,Green Zone 
Igal Naor,947810,Green Zone 
Venus Schultheis,2452042,The Peanuts Movie 
Francesca Capaldi,2452042,The Peanuts Movie 
Bill Melendez,2452042,The Peanuts Movie 
Felicity Huffman,120176,The Spanish Prisoner 
Ben Gazzara,120176,The Spanish Prisoner 
Campbell Scott,120176,The Spanish Prisoner 
Brendan Fraser,209163,The Mummy Returns 
Dwayne Johnson,209163,The Mummy Returns 
Patricia Velasquez,209163,The Mummy Returns 
Liam Neeson,217505,Gangs of New York 
Leonardo DiCaprio,217505,Gangs of New York 
Jim Broadbent,217505,Gangs of New York 
Ni Ni,1410063,The Flowers of War 
Christian Bale,1410063,The Flowers of War 
Shigeo Kobayashi,1410063,The Flowers of War 
Zooey Deschanel,423294,Surf's Up 
Jeff Bridges,423294,Surf's Up 
Jon Heder,423294,Surf's Up 
Matthew Broderick,327162,The Stepford Wives 
Jon Lovitz,327162,The Stepford Wives 
Roger Bart,327162,The Stepford Wives 
Sam Shepard,265086,Black Hawk Down 
Ioan Gruffudd,265086,Black Hawk Down 
Ewen Bremner,265086,Black Hawk Down 
Thomas Middleditch,1790886,The Campaign 
Will Ferrell,1790886,The Campaign 
Katherine LaNasa,1790886,The Campaign 
Bruce Willis,119116,The Fifth Element 
Milla Jovovich,119116,The Fifth Element 
Gary Oldman,119116,The Fifth Element 
Liza Minnelli,1261945,Sex and the City 2 
Chris Noth,1261945,Sex and the City 2 
Kristin Davis,1261945,Sex and the City 2 
Rosie Perez,138749,The Road to El Dorado 
Frank Welker,138749,The Road to El Dorado 
Elton John,138749,The Road to El Dorado 
Josh Gad,1667889,Ice Age: Continental Drift 
Peter Dinklage,1667889,Ice Age: Continental Drift 
Drake,1667889,Ice Age: Continental Drift 
Stephen Root,266543,Finding Nemo 
Alexander Gould,266543,Finding Nemo 
Brad Garrett,266543,Finding Nemo 
Billy Boyd,167260,The Lord of the Rings: The Return of the King 
Orlando Bloom,167260,The Lord of the Rings: The Return of the King 
Bernard Hill,167260,The Lord of the Rings: The Return of the King 
Orlando Bloom,167261,The Lord of the Rings: The Two Towers 
Christopher Lee,167261,The Lord of the Rings: The Two Towers 
Billy Boyd,167261,The Lord of the Rings: The Two Towers 
Djimon Hounsou,1121096,Seventh Son 
Jeff Bridges,1121096,Seventh Son 
Olivia Williams,1121096,Seventh Son 
Noah Taylor,146316,Lara Croft: Tomb Raider 
Angelina Jolie Pitt,146316,Lara Croft: Tomb Raider 
Chris Barrie,146316,Lara Croft: Tomb Raider 
Morgan Freeman,2209764,Transcendence 
Johnny Depp,2209764,Transcendence 
Clifton Collins Jr.,2209764,Transcendence 
Trevor Morgan,163025,Jurassic Park III 
Michael Jeter,163025,Jurassic Park III 
Alessandro Nivola,163025,Jurassic Park III 
David Oyelowo,1318514,Rise of the Planet of the Apes 
James Franco,1318514,Rise of the Planet of the Apes 
Tyler Labine,1318514,Rise of the Planet of the Apes 
Tod Fennell,416236,The Spiderwick Chronicles 
Martin Short,416236,The Spiderwick Chronicles 
Joan Plowright,416236,The Spiderwick Chronicles 
Cole Hauser,1606378,A Good Day to Die Hard 
Bruce Willis,1606378,A Good Day to Die Hard 
Megalyn Echikunwoke,1606378,A Good Day to Die Hard 
Craig T. Nelson,317705,The Incredibles 
Holly Hunter,317705,The Incredibles 
Lou Romano,317705,The Incredibles 
Frank Langella,112760,Cutthroat Island 
Christopher Masterson,112760,Cutthroat Island 
Matthew Modine,112760,Cutthroat Island 
Rosario Dawson,814255,Percy Jackson & the Olympians: The Lightning Thief 
Logan Lerman,814255,Percy Jackson & the Olympians: The Lightning Thief 
Steve Coogan,814255,Percy Jackson & the Olympians: The Lightning Thief 
Rip Torn,119654,Men in Black 
Will Smith,119654,Men in Black 
Linda Fiorentino,119654,Men in Black 
John Ratzenberger,120363,Toy Story 2 
Tom Hanks,120363,Toy Story 2 
Wayne Knight,120363,Toy Story 2 
Rosario Dawson,477080,Unstoppable 
Denzel Washington,477080,Unstoppable 
Ethan Suplee,477080,Unstoppable 
John Lone,266915,Rush Hour 2 
Mei Melançon,266915,Rush Hour 2 
Harris Yulin,266915,Rush Hour 2 
Amber Valletta,161081,What Lies Beneath 
Harrison Ford,161081,What Lies Beneath 
Miranda Otto,161081,What Lies Beneath 
Bobb'e J. Thompson,844471,Cloudy with a Chance of Meatballs 
Will Forte,844471,Cloudy with a Chance of Meatballs 
Al Roker,844471,Cloudy with a Chance of Meatballs 
Maile Flanagan,1080016,Ice Age: Dawn of the Dinosaurs 
Denis Leary,1080016,Ice Age: Dawn of the Dinosaurs 
Kelly Keaton,1080016,Ice Age: Dawn of the Dinosaurs 
Adrian Martinez,359950,The Secret Life of Walter Mitty 
Adam Scott,359950,The Secret Life of Walter Mitty 
Joey Slotnick,359950,The Secret Life of Walter Mitty 
LL Cool J,160127,Charlie's Angels 
Bill Murray,160127,Charlie's Angels 
Kelly Lynch,160127,Charlie's Angels 
Matt Damon,407887,The Departed 
Leonardo DiCaprio,407887,The Departed 
Ray Winstone,407887,The Departed 
Harvey Fierstein,120762,Mulan 
Ming-Na Wen,120762,Mulan 
June Foray,120762,Mulan 
Steve Coogan,942385,Tropic Thunder 
Robert Downey Jr.,942385,Tropic Thunder 
Brandon T. Jackson,942385,Tropic Thunder 
Goran Visnjic,1568346,The Girl with the Dragon Tattoo 
Robin Wright,1568346,The Girl with the Dragon Tattoo 
Joely Richardson,1568346,The Girl with the Dragon Tattoo 
Aldis Hodge,112864,Die Hard with a Vengeance 
Bruce Willis,112864,Die Hard with a Vengeance 
Kevin Chamberlin,112864,Die Hard with a Vengeance 
Eddie Marsan,988045,Sherlock Holmes 
Robert Downey Jr.,988045,Sherlock Holmes 
Robert Maillet,988045,Sherlock Holmes 
Jim Varney,230011,Atlantis: The Lost Empire 
Leonard Nimoy,230011,Atlantis: The Lost Empire 
Cree Summer,230011,Atlantis: The Lost Empire 
Joshua Mikel,2974918,Alvin and the Chipmunks: The Road Chip 
Bella Thorne,2974918,Alvin and the Chipmunks: The Road Chip 
Jesse McCartney,2974918,Alvin and the Chipmunks: The Road Chip 
Tom Wilkinson,985699,Valkyrie 
Tom Cruise,985699,Valkyrie 
Thomas Kretschmann,985699,Valkyrie 
Sayed Badreya,960144,You Don't Mess with the Zohan 
Adam Sandler,960144,You Don't Mess with the Zohan 
Kevin Nealon,960144,You Don't Mess with the Zohan 
